Fecha,Hora,HR_local,MPU_roll,MPU_pitch,MPU_acc_x,MPU_acc_y,MPU_acc_z,MPU_gyr_x,MPU_gyr_y,MPU_gyr_z,MPU_estado,TOUCH_roll,TOUCH_pitch,TOUCH_acc_x,TOUCH_acc_y,TOUCH_acc_z,TOUCH_gyr_x,TOUCH_gyr_y,TOUCH_gyr_z,TOUCH_estado
04/04/2026,18:00:10,70,-7.82,1.36,-0.02,-0.14,1.01,0.20,0.01,0.12,0,159.94,24.04,-0.08,0.22,-0.92,-3.33,8.12,0.08,1
04/04/2026,18:00:11,70,-7.82,1.35,-0.02,-0.14,1.01,0.19,-0.03,0.11,0,160.02,24.02,-0.08,0.22,-0.92,-3.31,8.08,0.08,1
04/04/2026,18:00:12,70,-7.82,1.33,-0.02,-0.14,1.01,0.18,-0.06,0.10,0,160.10,24.01,-0.08,0.22,-0.92,-3.29,8.04,0.07,1
04/04/2026,18:00:13,70,-7.83,1.32,-0.02,-0.14,1.01,0.17,-0.09,0.08,0,160.17,23.99,-0.08,0.22,-0.92,-3.29,8.00,0.06,1
04/04/2026,18:00:14,69,-7.84,1.30,-0.02,-0.14,1.01,0.14,-0.12,0.07,0,160.24,23.97,-0.08,0.22,-0.92,-3.28,7.97,0.04,1
04/04/2026,18:00:15,69,-7.85,1.29,-0.02,-0.14,1.01,0.12,-0.15,0.05,0,160.30,23.94,-0.08,0.22,-0.92,-3.29,7.93,0.02,1
04/04/2026,18:00:16,69,-7.86,1.27,-0.02,-0.14,1.01,0.09,-0.17,0.03,0,160.36,23.92,-0.08,0.22,-0.92,-3.30,7.89,0.00,1
04/04/2026,18:00:17,68,-7.88,1.26,-0.02,-0.14,1.01,0.06,-0.19,0.01,0,160.41,23.89,-0.08,0.22,-0.92,-3.31,7.86,-0.02,1
04/04/2026,18:00:18,68,-7.90,1.24,-0.02,-0.14,1.01,0.03,-0.20,-0.02,0,160.46,23.86,-0.08,0.22,-0.92,-3.33,7.83,-0.05,1
04/04/2026,18:00:19,67,-7.93,1.23,-0.02,-0.14,1.01,-0.01,-0.21,-0.04,0,160.50,23.83,-0.08,0.22,-0.92,-3.35,7.80,-0.08,1
04/04/2026,18:00:20,67,-7.95,1.22,-0.02,-0.14,1.01,-0.04,-0.22,-0.06,0,160.53,23.80,-0.08,0.22,-0.92,-3.38,7.77,-0.11,1
04/04/2026,18:00:21,66,-7.97,1.20,-0.02,-0.14,1.01,-0.07,-0.22,-0.08,0,160.57,23.77,-0.08,0.22,-0.92,-3.41,7.75,-0.13,1
04/04/2026,18:00:22,66,-8.00,1.19,-0.02,-0.14,1.01,-0.10,-0.21,-0.09,0,160.59,23.74,-0.08,0.22,-0.92,-3.44,7.73,-0.16,1
04/04/2026,18:00:23,66,-8.03,1.18,-0.02,-0.14,1.01,-0.13,-0.20,-0.10,0,160.61,23.71,-0.08,0.22,-0.92,-3.47,7.71,-0.19,1
04/04/2026,18:00:24,65,-8.05,1.18,-0.02,-0.14,1.01,-0.15,-0.19,-0.11,0,160.63,23.67,-0.08,0.22,-0.92,-3.51,7.70,-0.21,1
04/04/2026,18:00:25,65,-8.08,1.17,-0.02,-0.14,1.01,-0.17,-0.17,-0.12,0,160.64,23.64,-0.08,0.22,-0.92,-3.54,7.69,-0.23,1
04/04/2026,18:00:26,65,-8.10,1.16,-0.02,-0.14,1.01,-0.19,-0.14,-0.12,0,160.64,23.61,-0.08,0.22,-0.92,-3.57,7.69,-0.25,1
04/04/2026,18:00:27,65,-8.12,1.16,-0.02,-0.14,1.01,-0.20,-0.12,-0.12,0,160.65,23.58,-0.08,0.22,-0.92,-3.60,7.69,-0.26,1
04/04/2026,18:00:28,65,-8.14,1.16,-0.02,-0.14,1.01,-0.20,-0.09,-0.11,0,160.64,23.55,-0.08,0.22,-0.92,-3.63,7.69,-0.27,1
04/04/2026,18:00:29,65,-8.15,1.16,-0.02,-0.14,1.01,-0.20,-0.05,-0.10,0,160.63,23.52,-0.08,0.22,-0.92,-3.65,7.69,-0.28,1
04/04/2026,18:00:30,65,-8.16,1.16,-0.02,-0.14,1.01,-0.19,-0.02,-0.09,0,160.62,23.49,-0.08,0.22,-0.92,-3.67,7.70,-0.28,1
04/04/2026,18:00:31,65,-8.17,1.17,-0.02,-0.14,1.01,-0.18,0.01,-0.07,0,160.60,23.46,-0.09,0.22,-0.92,-3.69,7.72,-0.28,1
04/04/2026,18:00:32,66,-8.18,1.17,-0.02,-0.14,1.01,-0.16,0.05,-0.05,0,160.58,23.44,-0.09,0.22,-0.92,-3.70,7.73,-0.27,1
04/04/2026,18:00:33,66,-8.18,1.18,-0.02,-0.14,1.01,-0.14,0.08,-0.03,0,160.56,23.41,-0.09,0.22,-0.92,-3.70,7.75,-0.26,1
04/04/2026,18:00:34,66,-8.18,1.19,-0.02,-0.14,1.01,-0.12,0.11,-0.01,0,160.53,23.39,-0.09,0.22,-0.92,-3.70,7.77,-0.24,1
04/04/2026,18:00:35,66,-8.17,1.20,-0.02,-0.14,1.01,-0.09,0.14,0.01,0,160.50,23.37,-0.09,0.22,-0.92,-3.69,7.79,-0.22,1
04/04/2026,18:00:36,65,-8.16,1.21,-0.02,-0.14,1.01,-0.06,0.16,0.03,0,160.47,23.36,-0.09,0.22,-0.92,-3.68,7.82,-0.20,1
04/04/2026,18:00:37,65,-8.15,1.22,-0.02,-0.14,1.01,-0.02,0.18,0.05,0,160.44,23.34,-0.09,0.23,-0.92,-3.66,7.84,-0.17,1
04/04/2026,18:00:38,65,-8.14,1.23,-0.02,-0.14,1.01,0.01,0.20,0.07,0,160.40,23.33,-0.09,0.23,-0.92,-3.63,7.87,-0.14,1
04/04/2026,18:00:39,64,-8.12,1.25,-0.02,-0.14,1.01,0.04,0.21,0.09,0,160.37,23.32,-0.09,0.23,-0.92,-3.60,7.89,-0.12,1
04/04/2026,18:00:40,64,-8.10,1.26,-0.02,-0.14,1.01,0.07,0.22,0.10,0,160.33,23.32,-0.09,0.23,-0.92,-3.56,7.92,-0.09,1
04/04/2026,18:00:41,63,-8.07,1.28,-0.02,-0.14,1.01,0.10,0.22,0.11,0,160.29,23.32,-0.09,0.23,-0.92,-3.52,7.94,-0.06,1
04/04/2026,18:00:42,62,-8.05,1.29,-0.02,-0.14,1.01,0.13,0.22,0.12,0,160.25,23.32,-0.09,0.23,-0.92,-3.47,7.96,-0.03,1
04/04/2026,18:00:43,61,-8.03,1.31,-0.02,-0.14,1.01,0.15,0.21,0.12,0,160.22,23.32,-0.09,0.23,-0.92,-3.42,7.98,-0.01,1
04/04/2026,18:00:44,60,-8.00,1.32,-0.02,-0.14,1.01,0.17,0.19,0.12,0,160.18,23.33,-0.09,0.23,-0.92,-3.37,8.00,0.02,1
04/04/2026,18:00:45,59,-7.97,1.34,-0.02,-0.14,1.01,0.19,0.18,0.11,0,160.15,23.34,-0.09,0.23,-0.92,-3.31,8.01,0.04,1
04/04/2026,18:00:46,58,-7.95,1.35,-0.02,-0.14,1.01,0.20,0.15,0.10,0,160.11,23.36,-0.09,0.23,-0.92,-3.25,8.02,0.05,1
04/04/2026,18:00:47,57,-7.92,1.37,-0.02,-0.14,1.01,0.20,0.13,0.09,0,160.08,23.37,-0.09,0.23,-0.92,-3.19,8.03,0.07,1
04/04/2026,18:00:48,56,-7.90,1.38,-0.02,-0.14,1.01,0.20,0.10,0.08,0,160.05,23.40,-0.09,0.23,-0.92,-3.13,8.04,0.08,1
04/04/2026,18:00:49,55,-7.88,1.39,-0.02,-0.14,1.01,0.19,0.07,0.06,0,160.03,23.42,-0.09,0.23,-0.92,-3.07,8.04,0.08,1
04/04/2026,18:00:50,54,-7.86,1.40,-0.02,-0.14,1.01,0.18,0.04,0.04,0,160.01,23.45,-0.09,0.23,-0.92,-3.02,8.03,0.08,1
04/04/2026,18:00:51,54,-7.85,1.41,-0.02,-0.14,1.01,0.16,0.00,0.02,0,159.99,23.48,-0.09,0.23,-0.92,-2.96,8.02,0.07,1
04/04/2026,18:00:52,53,-7.84,1.42,-0.02,-0.14,1.01,0.14,-0.03,0.00,0,159.97,23.52,-0.09,0.23,-0.92,-2.91,8.01,0.07,1
04/04/2026,18:00:53,53,-7.83,1.43,-0.02,-0.14,1.01,0.11,-0.06,-0.03,0,159.96,23.56,-0.09,0.23,-0.92,-2.86,8.00,0.05,1
04/04/2026,18:00:54,52,-7.82,1.43,-0.02,-0.14,1.01,0.08,-0.10,-0.05,0,159.95,23.60,-0.09,0.23,-0.92,-2.82,7.98,0.04,1
04/04/2026,18:00:55,52,-7.82,1.44,-0.02,-0.14,1.01,0.05,-0.13,-0.07,0,159.95,23.65,-0.09,0.23,-0.92,-2.78,7.96,0.02,1
04/04/2026,18:00:56,52,-7.82,1.44,-0.02,-0.14,1.01,0.02,-0.15,-0.08,0,159.95,23.70,-0.09,0.24,-0.92,-2.75,7.93,-0.01,1
04/04/2026,18:00:57,52,-7.83,1.44,-0.02,-0.14,1.01,-0.02,-0.17,-0.10,0,159.96,23.75,-0.09,0.24,-0.92,-2.72,7.90,-0.03,1
04/04/2026,18:00:58,53,-7.84,1.44,-0.02,-0.14,1.01,-0.05,-0.19,-0.11,0,159.97,23.80,-0.09,0.24,-0.92,-2.70,7.87,-0.06,1
04/04/2026,18:00:59,53,-7.85,1.43,-0.02,-0.14,1.01,-0.08,-0.21,-0.12,0,159.99,23.86,-0.09,0.24,-0.92,-2.68,7.84,-0.09,1
04/04/2026,18:01:00,54,-7.86,1.43,-0.02,-0.14,1.01,-0.11,-0.22,-0.12,0,160.01,23.92,-0.09,0.24,-0.92,-2.67,7.81,-0.12,1
04/04/2026,18:01:01,54,-7.88,1.42,-0.02,-0.14,1.01,-0.14,-0.22,-0.12,0,160.04,23.98,-0.09,0.24,-0.92,-2.67,7.77,-0.15,1
04/04/2026,18:01:02,55,-7.90,1.42,-0.02,-0.14,1.01,-0.16,-0.22,-0.12,0,160.07,24.05,-0.09,0.24,-0.92,-2.67,7.73,-0.17,1
04/04/2026,18:01:03,56,-7.93,1.41,-0.02,-0.14,1.01,-0.18,-0.21,-0.11,0,160.11,24.11,-0.09,0.24,-0.92,-2.68,7.69,-0.20,1
04/04/2026,18:01:04,57,-7.95,1.39,-0.02,-0.14,1.01,-0.19,-0.20,-0.10,0,160.15,24.18,-0.09,0.24,-0.92,-2.69,7.66,-0.22,1
04/04/2026,18:01:05,58,-7.98,1.38,-0.02,-0.14,1.01,-0.20,-0.18,-0.08,0,160.20,24.25,-0.09,0.24,-0.92,-2.71,7.62,-0.24,1
04/04/2026,18:01:06,59,-8.00,1.37,-0.02,-0.14,1.01,-0.20,-0.16,-0.06,0,160.26,24.32,-0.09,0.24,-0.92,-2.73,7.58,-0.26,1
04/04/2026,18:01:07,60,-8.03,1.36,-0.02,-0.14,1.01,-0.20,-0.14,-0.05,0,160.32,24.39,-0.09,0.24,-0.92,-2.76,7.55,-0.27,1
04/04/2026,18:01:08,61,-8.05,1.34,-0.02,-0.14,1.01,-0.19,-0.11,-0.02,0,160.38,24.47,-0.09,0.23,-0.92,-2.79,7.52,-0.28,1
04/04/2026,18:01:09,61,-8.08,1.33,-0.02,-0.14,1.01,-0.18,-0.08,0.00,0,160.45,24.54,-0.09,0.23,-0.92,-2.82,7.49,-0.28,1
04/04/2026,18:01:10,62,-8.10,1.31,-0.02,-0.14,1.01,-0.16,-0.05,0.02,0,160.52,24.61,-0.09,0.23,-0.92,-2.85,7.46,-0.28,1
04/04/2026,18:01:11,62,-8.12,1.30,-0.02,-0.14,1.01,-0.13,-0.02,0.04,0,160.60,24.69,-0.09,0.23,-0.92,-2.89,7.44,-0.27,1
04/04/2026,18:01:12,63,-8.14,1.28,-0.02,-0.14,1.01,-0.11,0.02,0.06,0,160.68,24.76,-0.09,0.23,-0.92,-2.92,7.41,-0.26,1
04/04/2026,18:01:13,63,-8.15,1.26,-0.02,-0.14,1.01,-0.08,0.05,0.08,0,160.76,24.84,-0.09,0.23,-0.92,-2.95,7.40,-0.25,1
04/04/2026,18:01:14,64,-8.16,1.25,-0.02,-0.14,1.01,-0.05,0.08,0.09,0,160.85,24.91,-0.09,0.23,-0.92,-2.98,7.38,-0.23,1
04/04/2026,18:01:15,64,-8.17,1.24,-0.02,-0.14,1.01,-0.01,0.11,0.11,0,160.94,24.98,-0.09,0.23,-0.92,-3.01,7.37,-0.21,1
04/04/2026,18:01:16,64,-8.18,1.22,-0.02,-0.14,1.01,0.02,0.14,0.11,0,161.03,25.05,-0.09,0.23,-0.92,-3.04,7.37,-0.19,1
04/04/2026,18:01:17,64,-8.18,1.21,-0.02,-0.14,1.01,0.05,0.17,0.12,0,161.13,25.12,-0.09,0.23,-0.92,-3.06,7.37,-0.16,1
04/04/2026,18:01:18,64,-8.18,1.20,-0.02,-0.14,1.01,0.08,0.19,0.12,0,161.23,25.19,-0.09,0.23,-0.92,-3.07,7.37,-0.13,1
04/04/2026,18:01:19,64,-8.17,1.19,-0.02,-0.14,1.01,0.11,0.20,0.12,0,161.33,25.26,-0.09,0.23,-0.92,-3.08,7.37,-0.10,1
04/04/2026,18:01:20,64,-8.16,1.18,-0.02,-0.14,1.01,0.14,0.21,0.11,0,161.43,25.32,-0.09,0.23,-0.92,-3.09,7.38,-0.08,1
04/04/2026,18:01:21,64,-8.15,1.17,-0.02,-0.14,1.01,0.16,0.22,0.10,0,161.53,25.39,-0.09,0.23,-0.92,-3.09,7.39,-0.05,1
04/04/2026,18:01:22,64,-8.14,1.17,-0.02,-0.14,1.01,0.18,0.22,0.09,0,161.63,25.45,-0.09,0.23,-0.92,-3.08,7.41,-0.02,1
04/04/2026,18:01:23,64,-8.12,1.16,-0.02,-0.14,1.01,0.19,0.22,0.07,0,161.73,25.51,-0.09,0.23,-0.92,-3.07,7.43,0.00,1
04/04/2026,18:01:24,64,-8.10,1.16,-0.02,-0.14,1.01,0.20,0.21,0.05,0,161.83,25.56,-0.09,0.23,-0.92,-3.05,7.45,0.02,1
04/04/2026,18:01:25,64,-8.07,1.16,-0.02,-0.14,1.01,0.20,0.19,0.03,0,161.93,25.62,-0.09,0.23,-0.92,-3.02,7.47,0.04,1
04/04/2026,18:01:26,64,-8.05,1.16,-0.02,-0.14,1.01,0.20,0.17,0.01,0,162.03,25.67,-0.09,0.23,-0.92,-2.99,7.49,0.06,1
04/04/2026,18:01:27,65,-8.02,1.16,-0.02,-0.14,1.01,0.19,0.15,-0.01,0,162.12,25.71,-0.09,0.23,-0.92,-2.95,7.52,0.07,1
04/04/2026,18:01:28,65,-8.00,1.17,-0.02,-0.14,1.01,0.17,0.12,-0.03,0,162.22,25.76,-0.09,0.23,-0.92,-2.91,7.54,0.08,1
04/04/2026,18:01:29,66,-7.97,1.17,-0.02,-0.14,1.01,0.15,0.09,-0.05,0,162.31,25.80,-0.09,0.23,-0.92,-2.86,7.57,0.08,1
04/04/2026,18:01:30,66,-7.95,1.18,-0.02,-0.14,1.01,0.13,0.06,-0.07,0,162.40,25.83,-0.09,0.23,-0.92,-2.81,7.59,0.08,1
04/04/2026,18:01:31,67,-7.92,1.19,-0.02,-0.14,1.01,0.10,0.03,-0.09,0,162.48,25.87,-0.09,0.24,-0.92,-2.76,7.61,0.07,1
04/04/2026,18:01:32,68,-7.90,1.20,-0.02,-0.14,1.01,0.07,0.00,-0.10,0,162.56,25.90,-0.09,0.24,-0.92,-2.70,7.64,0.06,1
04/04/2026,18:01:33,68,-7.88,1.21,-0.02,-0.14,1.01,0.04,-0.04,-0.11,0,162.64,25.93,-0.10,0.24,-0.92,-2.64,7.66,0.05,1
04/04/2026,18:01:34,69,-7.86,1.23,-0.02,-0.14,1.01,0.01,-0.07,-0.12,0,162.72,25.95,-0.10,0.24,-0.92,-2.59,7.67,0.03,1
04/04/2026,18:01:35,69,-7.85,1.24,-0.02,-0.14,1.01,-0.03,-0.10,-0.12,0,162.79,25.97,-0.10,0.24,-0.92,-2.53,7.69,0.01,1
04/04/2026,18:01:36,70,-7.84,1.25,-0.02,-0.14,1.01,-0.06,-0.13,-0.12,0,162.85,25.99,-0.10,0.24,-0.92,-2.47,7.70,-0.02,1
04/04/2026,18:01:37,70,-7.83,1.27,-0.02,-0.14,1.01,-0.09,-0.16,-0.11,0,162.91,26.00,-0.10,0.24,-0.92,-2.41,7.71,-0.04,1
04/04/2026,18:01:38,71,-7.82,1.29,-0.02,-0.14,1.01,-0.12,-0.18,-0.10,0,162.97,26.01,-0.10,0.24,-0.92,-2.35,7.71,-0.07,1
04/04/2026,18:01:39,71,-7.82,1.30,-0.02,-0.14,1.01,-0.14,-0.20,-0.09,0,163.02,26.01,-0.10,0.24,-0.92,-2.30,7.72,-0.10,1
04/04/2026,18:01:40,71,-7.82,1.32,-0.02,-0.14,1.01,-0.16,-0.21,-0.07,0,163.07,26.02,-0.10,0.24,-0.92,-2.25,7.71,-0.13,1
04/04/2026,18:01:41,71,-7.83,1.33,-0.02,-0.14,1.01,-0.18,-0.22,-0.06,0,163.11,26.01,-0.10,0.24,-0.92,-2.21,7.71,-0.16,1
04/04/2026,18:01:42,71,-7.84,1.35,-0.02,-0.14,1.01,-0.19,-0.22,-0.04,0,163.14,26.01,-0.10,0.24,-0.92,-2.17,7.70,-0.18,1
04/04/2026,18:01:43,70,-7.85,1.36,-0.02,-0.14,1.01,-0.20,-0.22,-0.01,0,163.17,26.00,-0.10,0.24,-0.92,-2.13,7.68,-0.21,1
04/04/2026,18:01:44,70,-7.86,1.37,-0.02,-0.14,1.01,-0.20,-0.21,0.01,0,163.19,25.99,-0.10,0.24,-0.92,-2.11,7.67,-0.23,1
04/04/2026,18:01:45,69,-7.88,1.39,-0.02,-0.14,1.01,-0.20,-0.20,0.03,0,163.21,25.98,-0.10,0.24,-0.92,-2.08,7.64,-0.25,1
04/04/2026,18:01:46,68,-7.90,1.40,-0.02,-0.14,1.01,-0.19,-0.18,0.05,0,163.23,25.96,-0.10,0.24,-0.92,-2.07,7.62,-0.26,1
04/04/2026,18:01:47,67,-7.93,1.41,-0.02,-0.14,1.01,-0.17,-0.16,0.07,0,163.24,25.95,-0.10,0.24,-0.92,-2.06,7.59,-0.27,1
04/04/2026,18:01:48,66,-7.95,1.42,-0.02,-0.14,1.01,-0.15,-0.14,0.08,0,163.24,25.93,-0.10,0.25,-0.92,-2.05,7.56,-0.28,1
04/04/2026,18:01:49,65,-7.98,1.43,-0.02,-0.14,1.01,-0.13,-0.11,0.10,0,163.24,25.90,-0.10,0.25,-0.92,-2.06,7.53,-0.28,1
04/04/2026,18:01:50,64,-8.00,1.43,-0.02,-0.14,1.01,-0.10,-0.08,0.11,0,163.23,25.88,-0.10,0.25,-0.92,-2.06,7.50,-0.28,1
04/04/2026,18:01:51,63,-8.03,1.44,-0.02,-0.14,1.01,-0.07,-0.04,0.12,0,163.22,25.85,-0.10,0.25,-0.92,-2.08,7.46,-0.27,1
04/04/2026,18:01:52,61,-8.05,1.44,-0.02,-0.14,1.01,-0.04,-0.01,0.12,0,163.21,25.82,-0.10,0.25,-0.92,-2.09,7.42,-0.26,1
04/04/2026,18:01:53,60,-8.08,1.44,-0.02,-0.14,1.01,0.00,0.02,0.12,0,163.19,25.80,-0.10,0.25,-0.92,-2.12,7.38,-0.24,1
04/04/2026,18:01:54,59,-8.10,1.44,-0.02,-0.14,1.01,0.03,0.06,0.11,0,163.17,25.76,-0.10,0.25,-0.92,-2.14,7.35,-0.22,1
04/04/2026,18:01:55,58,-8.12,1.44,-0.02,-0.14,1.01,0.06,0.09,0.11,0,163.15,25.73,-0.10,0.25,-0.92,-2.17,7.31,-0.20,1
04/04/2026,18:01:56,58,-8.14,1.43,-0.02,-0.14,1.01,0.09,0.12,0.09,0,163.12,25.70,-0.10,0.25,-0.92,-2.20,7.27,-0.18,1
04/04/2026,18:01:57,57,-8.15,1.43,-0.02,-0.14,1.01,0.12,0.15,0.08,0,163.09,25.67,-0.10,0.25,-0.92,-2.24,7.24,-0.15,1
04/04/2026,18:01:58,56,-8.16,1.42,-0.02,-0.14,1.01,0.15,0.17,0.06,0,163.06,25.64,-0.10,0.25,-0.92,-2.27,7.21,-0.12,1
04/04/2026,18:01:59,56,-8.17,1.41,-0.02,-0.14,1.01,0.17,0.19,0.04,0,163.02,25.60,-0.10,0.25,-0.92,-2.30,7.18,-0.09,1
04/04/2026,18:02:00,55,-8.18,1.40,-0.02,-0.14,1.01,0.18,0.20,0.02,0,162.99,25.57,-0.10,0.25,-0.92,-2.34,7.15,-0.06,1
04/04/2026,18:02:01,55,-8.18,1.39,-0.02,-0.14,1.01,0.19,0.21,0.00,0,162.95,25.54,-0.10,0.25,-0.92,-2.37,7.12,-0.04,1
04/04/2026,18:02:02,55,-8.18,1.38,-0.02,-0.14,1.01,0.20,0.22,-0.02,0,162.91,25.51,-0.10,0.25,-0.92,-2.39,7.10,-0.01,1
04/04/2026,18:02:03,55,-8.17,1.36,-0.02,-0.14,1.01,0.20,0.22,-0.04,0,162.87,25.48,-0.10,0.25,-0.92,-2.42,7.08,0.01,1
04/04/2026,18:02:04,55,-8.16,1.35,-0.02,-0.14,1.01,0.19,0.21,-0.06,0,162.84,25.45,-0.10,0.25,-0.92,-2.44,7.07,0.03,1
04/04/2026,18:02:05,56,-8.15,1.33,-0.02,-0.14,1.01,0.18,0.20,-0.08,0,162.80,25.42,-0.10,0.25,-0.92,-2.46,7.06,0.05,1
04/04/2026,18:02:06,56,-8.14,1.32,-0.02,-0.14,1.01,0.17,0.19,-0.10,0,162.77,25.40,-0.10,0.25,-0.92,-2.47,7.05,0.06,1
04/04/2026,18:02:07,56,-8.12,1.30,-0.02,-0.14,1.01,0.15,0.17,-0.11,0,162.73,25.37,-0.10,0.25,-0.92,-2.47,7.05,0.07,1
04/04/2026,18:02:08,57,-8.10,1.29,-0.02,-0.14,1.01,0.12,0.15,-0.12,0,162.70,25.35,-0.10,0.25,-0.92,-2.47,7.05,0.08,1
04/04/2026,18:02:09,57,-8.07,1.27,-0.02,-0.14,1.01,0.09,0.12,-0.12,0,162.67,25.33,-0.10,0.25,-0.92,-2.47,7.05,0.08,1
04/04/2026,18:02:10,57,-8.05,1.26,-0.02,-0.14,1.01,0.06,0.09,-0.12,0,162.64,25.31,-0.10,0.24,-0.92,-2.45,7.06,0.08,1
04/04/2026,18:02:11,58,-8.02,1.24,-0.02,-0.14,1.01,0.03,0.06,-0.12,0,162.62,25.30,-0.10,0.24,-0.92,-2.44,7.07,0.07,1
04/04/2026,18:02:12,58,-8.00,1.23,-0.02,-0.14,1.01,0.00,0.02,-0.11,0,162.59,25.29,-0.10,0.24,-0.92,-2.41,7.09,0.06,1
04/04/2026,18:02:13,58,-7.97,1.22,-0.02,-0.14,1.01,-0.03,-0.01,-0.10,0,162.58,25.28,-0.10,0.24,-0.92,-2.38,7.10,0.04,1
04/04/2026,18:02:14,58,-7.95,1.20,-0.02,-0.14,1.01,-0.07,-0.04,-0.08,0,162.56,25.27,-0.10,0.24,-0.92,-2.34,7.12,0.02,1
04/04/2026,18:02:15,58,-7.92,1.19,-0.02,-0.14,1.01,-0.10,-0.08,-0.07,0,162.55,25.27,-0.10,0.24,-0.92,-2.30,7.14,0.00,1
04/04/2026,18:02:16,58,-7.90,1.18,-0.02,-0.14,1.01,-0.13,-0.11,-0.05,0,162.55,25.27,-0.10,0.24,-0.92,-2.26,7.17,-0.03,1
04/04/2026,18:02:17,58,-7.88,1.18,-0.02,-0.14,1.01,-0.15,-0.13,-0.03,0,162.55,25.27,-0.10,0.24,-0.92,-2.21,7.19,-0.06,1
04/04/2026,18:02:18,58,-7.86,1.17,-0.02,-0.14,1.01,-0.17,-0.16,-0.01,0,162.55,25.28,-0.10,0.24,-0.92,-2.15,7.22,-0.08,1
04/04/2026,18:02:19,58,-7.85,1.16,-0.02,-0.14,1.01,-0.18,-0.18,0.02,0,162.56,25.29,-0.10,0.24,-0.92,-2.10,7.24,-0.11,1
04/04/2026,18:02:20,57,-7.84,1.16,-0.02,-0.14,1.01,-0.19,-0.20,0.04,0,162.57,25.31,-0.10,0.24,-0.92,-2.04,7.27,-0.14,1
04/04/2026,18:02:21,57,-7.83,1.16,-0.02,-0.14,1.01,-0.20,-0.21,0.06,0,162.59,25.32,-0.10,0.24,-0.92,-1.98,7.29,-0.17,1
04/04/2026,18:02:22,57,-7.82,1.16,-0.02,-0.14,1.01,-0.20,-0.22,0.08,0,162.61,25.35,-0.10,0.24,-0.92,-1.92,7.31,-0.19,1
04/04/2026,18:02:23,57,-7.82,1.16,-0.02,-0.14,1.01,-0.19,-0.22,0.09,0,162.64,25.37,-0.10,0.24,-0.92,-1.86,7.33,-0.22,1
04/04/2026,18:02:24,57,-7.82,1.17,-0.02,-0.14,1.01,-0.18,-0.22,0.10,0,162.68,25.40,-0.10,0.25,-0.92,-1.80,7.35,-0.24,1
04/04/2026,18:02:25,57,-7.83,1.17,-0.02,-0.14,1.01,-0.16,-0.21,0.11,0,162.72,25.43,-0.10,0.25,-0.92,-1.75,7.37,-0.25,1
04/04/2026,18:02:26,57,-7.84,1.18,-0.02,-0.14,1.01,-0.14,-0.20,0.12,0,162.76,25.47,-0.10,0.25,-0.92,-1.69,7.38,-0.27,1
04/04/2026,18:02:27,57,-7.85,1.19,-0.02,-0.14,1.01,-0.12,-0.18,0.12,0,162.81,25.50,-0.10,0.25,-0.92,-1.64,7.39,-0.28,1
04/04/2026,18:02:28,57,-7.86,1.20,-0.02,-0.14,1.01,-0.09,-0.16,0.12,0,162.87,25.55,-0.10,0.25,-0.92,-1.60,7.39,-0.28,1
